original_user_id,mapped_user_id
9023057,242
351450,243
8370971,244
8278564,245
8072058,246
7608521,247
1476385,248
7234225,249
6842479,250
6359118,251
6460473,252
6394682,253
6139833,254
5988880,255
2153973,256
2129549,257
1482447,258
220009,259
607403,260
556425,261
535575,262
39369,263
159536,264
137207,265
54611,266
6767829,267
10122958,268
10320917,269
746582,270
7522808,271
7079577,272
8537134,273
8838132,274
8370440,275
6813691,276
7567441,277
8273329,278
6604382,279
6683652,280
1340321,281
6369774,282
277569,283
6237909,284
1897060,285
6133359,286
1926002,287
6079748,288
346349,289
2137248,290
5862767,291
1917117,292
290212,293
2119305,294
2142664,295
1844975,296
362327,297
2136753,298
2131798,299
2131108,300
1967846,301
443342,302
1969558,303
1300955,304
1885128,305
1467328,306
1479741,307
1303720,308
521184,309
1353496,310
688914,311
1327104,312
1410058,313
1389262,314
706669,315
1343707,316
161803,317
1304015,318
538995,319
1315631,320
728553,321
745807,322
493774,323
770969,324
742611,325
765372,326
759187,327
208538,328
733480,329
708285,330
717336,331
564843,332
701174,333
672392,334
544075,335
640905,336
594674,337
532228,338
599995,339
557533,340
553310,341
545219,342
357405,343
529075,344
451569,345
539371,346
520066,347
532378,348
518524,349
528783,350
463093,351
23875,352
39717,353
505634,354
509086,355
258644,356
491519,357
458989,358
366192,359
466554,360
453527,361
455479,362
339054,363
454873,364
141183,365
222502,366
430191,367
413361,368
231703,369
356559,370
362155,371
37340,372
392027,373
393061,374
385071,375
376566,376
358878,377
341233,378
345437,379
346200,380
319408,381
337164,382
161589,383
328919,384
184302,385
274018,386
287489,387
61556,388
286461,389
286618,390
240973,391
260655,392
182563,393
270435,394
262925,395
257450,396
254809,397
250302,398
249094,399
247999,400
238999,401
203661,402
199270,403
182516,404
167382,405
213663,406
214266,407
196328,408
208274,409
184104,410
204302,411
44899,412
188407,413
187715,414
183833,415
177898,416
175598,417
169785,418
170953,419
167272,420
167154,421
162236,422
111437,423
141348,424
120086,425
50239,426
119716,427
120766,428
82569,429
119055,430
108949,431
116673,432
117805,433
114137,434
69362,435
105822,436
93415,437
103832,438
72023,439
102773,440
50709,441
103099,442
50933,443
101770,444
101900,445
94610,446
91770,447
100253,448
7502397,449
123934,450
351456,451
1994225,452
491136,453
766568,454
11483316,455
8795418,456
6034332,457
1393755,458
8405163,459
8031791,460
7331179,461
6964431,462
5970344,463
6310689,464
5989503,465
6184218,466
5811064,467
2254451,468
1442686,469
776618,470
658570,471
617135,472
543529,473
397595,474
550113,475
562724,476
547940,477
541921,478
503057,479
459745,480
416107,481
451882,482
401544,483
452373,484
420602,485
418713,486
411206,487
306743,488
163394,489
189667,490
332639,491
161255,492
249830,493
326714,494
317434,495
302948,496
290726,497
279427,498
252555,499
283461,500
270826,501
186812,502
248021,503
241227,504
221921,505
216795,506
174310,507
173118,508
157253,509
198991,510
174902,511
203307,512
78346,513
200353,514
199445,515
177122,516
181624,517
193091,518
115552,519
175836,520
163600,521
170736,522
135368,523
165399,524
141662,525
137461,526
121041,527
85225,528
102045,529
37033,530
99154,531
263430,532
355726,533
23642,534
99779,535
99365,536
99327,537
10380607,538
7245806,539
669536,540
698930,541
476705,542
307731,543
289262,544
251308,545
112620,546
104292,547
10126312,548
94758,549
50019,550
12639755,551
9917758,552
11223687,553
8737366,554
8639457,555
8522505,556
502399,557
7419278,558
6818149,559
304973,560
6699593,561
6487725,562
1307100,563
2287205,564
619004,565
5894200,566
2202903,567
1940752,568
1815782,569
2132111,570
1477186,571
1909001,572
364852,573
536929,574
463934,575
1293893,576
1423050,577
261776,578
681424,579
549115,580
556068,581
552861,582
380509,583
497097,584
393464,585
250065,586
482878,587
450440,588
433620,589
158330,590
427198,591
416634,592
406488,593
395963,594
308454,595
372748,596
341959,597
219738,598
272930,599
247455,600
230925,601
284419,602
293028,603
289828,604
275543,605
95464,606
257419,607
253720,608
254258,609
246628,610
243702,611
49792,612
227194,613
211604,614
199496,615
192057,616
151178,617
170892,618
171920,619
29316,620
170535,621
156824,622
153550,623
136324,624
117170,625
91972,626
106158,627
105150,628
105739,629
105742,630
104738,631
104464,632
103681,633
93115,634
78177,635
103039,636
101947,637
102185,638
65204,639
48178,640
93877,641
10226945,642
10891209,643
9336613,644
1935767,645
7734254,646
483859,647
6353708,648
6260300,649
6201163,650
5900781,651
157181,652
2255629,653
54288,654
1354494,655
415201,656
180844,657
253769,658
255979,659
242834,660
225207,661
210653,662
177446,663
156434,664
134071,665
115430,666
99045,667
9060435,668
102063,669
48316,670
42236,671
82768,672
6550781,673
10908047,674
11121236,675
10784078,676
9758428,677
10480244,678
9287818,679
10381284,680
10219300,681
10188636,682
8441921,683
10004658,684
9726482,685
9683847,686
9484910,687
9617418,688
9150183,689
9045356,690
5813321,691
8621876,692
1315897,693
7751082,694
8357090,695
8081851,696
8187165,697
6681805,698
8007158,699
7324350,700
7424635,701
7869101,702
7962073,703
7594800,704
2166096,705
7683426,706
7656526,707
7648933,708
7625785,709
7576877,710
7229065,711
7538648,712
6895893,713
7282342,714
7245807,715
6162943,716
6910147,717
722166,718
29156,719
2235651,720
5932389,721
5894286,722
6726691,723
6689950,724
6717793,725
736679,726
2003801,727
117864,728
6459251,729
6593027,730
6510876,731
6497674,732
1441894,733
5857118,734
6392193,735
6286960,736
6240613,737
6144821,738
6143391,739
6130144,740
1373793,741
6062276,742
377699,743
5979028,744
5972431,745
2269434,746
5846424,747
1429103,748
5865678,749
5842679,750
749142,751
5835652,752
2135251,753
2285271,754
562997,755
2238309,756
2194588,757
2222042,758
2221198,759
683469,760
2189831,761
2184805,762
1812320,763
2022420,764
770982,765
781242,766
1404490,767
2133457,768
1926789,769
1480761,770
1981078,771
1863927,772
475401,773
643121,774
1303570,775
1836917,776
1827292,777
1500756,778
1487181,779
1486750,780
1451458,781
722078,782
1439872,783
1405707,784
766684,785
1396769,786
1399188,787
1391304,788
1389478,789
1349550,790
1356190,791
1350440,792
664328,793
1346611,794
1344323,795
785599,796
1319835,797
714635,798
1308656,799
766105,800
140170,801
1300858,802
777889,803
769237,804
377703,805
781222,806
771522,807
670537,808
430420,809
710271,810
723947,811
217089,812
708912,813
703855,814
697846,815
666529,816
553824,817
582870,818
321310,819
654477,820
412689,821
610461,822
568984,823
556619,824
605351,825
598717,826
448978,827
474991,828
564043,829
550345,830
425951,831
532162,832
195053,833
471007,834
522895,835
527977,836
512078,837
507674,838
384707,839
455355,840
517111,841
462706,842
482332,843
494641,844
433587,845
484558,846
480205,847
468596,848
469990,849
469167,850
460392,851
334661,852
438000,853
388315,854
414429,855
408022,856
408237,857
406043,858
397062,859
391068,860
317927,861
360880,862
379549,863
374607,864
350388,865
347700,866
340341,867
298962,868
279811,869
307674,870
346209,871
344610,872
251203,873
139005,874
344307,875
343869,876
121909,877
164453,878
328506,879
48172,880
321199,881
324712,882
321828,883
297220,884
309981,885
190721,886
282750,887
275869,888
280640,889
275265,890
276305,891
274523,892
256684,893
269690,894
256886,895
262469,896
250626,897
252311,898
252894,899
244613,900
249777,901
243015,902
169719,903
207718,904
237832,905
230326,906
236722,907
213398,908
228742,909
224318,910
224072,911
221419,912
220318,913
120025,914
202719,915
196053,916
219179,917
171689,918
208211,919
203254,920
182515,921
199482,922
194489,923
182445,924
191728,925
124050,926
181656,927
49411,928
178717,929
168956,930
168171,931
167627,932
167304,933
166649,934
166749,935
162304,936
160275,937
160709,938
157149,939
156708,940
151605,941
154395,942
136758,943
130161,944
143392,945
138671,946
125841,947
112812,948
137248,949
133407,950
131669,951
131482,952
128789,953
123381,954
121633,955
121087,956
119987,957
118717,958
118016,959
115132,960
45484,961
116256,962
115682,963
114986,964
111485,965
112543,966
111333,967
109179,968
106776,969
77360,970
107062,971
104570,972
104484,973
83629,974
103894,975
98956,976
102330,977
101717,978
100944,979
81648,980
82763,981
100145,982
98278,983
93656,984
652666,985
152622,986
95749,987
138012,988
161492,989
153407,990
160461,991
155711,992
158386,993
108225,994
11035386,995
10070809,996
7892106,997
2228037,998
400849,999
2127642,1000
576489,1001
1414591,1002
754942,1003
731458,1004
182734,1005
582260,1006
451520,1007
579184,1008
562206,1009
528387,1010
440546,1011
329627,1012
466307,1013
416803,1014
332165,1015
328835,1016
324352,1017
323791,1018
323223,1019
216655,1020
258318,1021
184695,1022
101712,1023
275084,1024
267569,1025
264504,1026
107352,1027
232126,1028
258979,1029
255805,1030
250171,1031
243689,1032
224258,1033
220447,1034
214965,1035
204161,1036
191974,1037
213071,1038
197804,1039
204251,1040
199385,1041
188959,1042
188931,1043
175688,1044
179288,1045
161387,1046
158855,1047
128406,1048
153148,1049
154284,1050
124420,1051
137436,1052
121753,1053
105011,1054
110967,1055
108409,1056
94937,1057
99633,1058
8254815,1059
1866231,1060
543659,1061
358287,1062
426050,1063
381157,1064
273046,1065
223510,1066
294931,1067
109668,1068
35046,1069
100524,1070
100468,1071
6728615,1072
6068682,1073
6001810,1074
1816012,1075
399167,1076
139571,1077
100125,1078
106109,1079
102795,1080
99029,1081
50646,1082
99754,1083
53580,1084
10888572,1085
10341831,1086
9639181,1087
7113795,1088
7378212,1089
7262272,1090
6300087,1091
2234730,1092
1883238,1093
1300844,1094
729879,1095
175676,1096
605201,1097
482952,1098
432535,1099
497658,1100
130319,1101
410426,1102
398505,1103
258595,1104
260003,1105
206110,1106
201286,1107
184417,1108
68633,1109
164172,1110
127499,1111
125030,1112
98346,1113
6587259,1114
7245808,1115
7201940,1116
205492,1117
247293,1118
157759,1119
7000331,1120
7616020,1121
494939,1122
2276283,1123
1963699,1124
1456843,1125
1921416,1126
1315602,1127
1319629,1128
596233,1129
374271,1130
554887,1131
504771,1132
462155,1133
461378,1134
20788,1135
